annotation_id,xai_case_id,domain,dataset,sample_id,selection_roles,correct_case,confidence,true_class_index,true_class_name,predicted_class_index,predicted_class_name,cam_type,cam_target_index,cam_target_name,semantic_reference,cam_path,heatmap_path,overlay_path,cam_area_ge_050,cam_spatial_entropy,attention_semantic_region,disease_region_alignment,background_bias,attention_focus,annotation_confidence,annotation_note,annotation_source,annotation_scope,expert_pathology_validation
XAI_023_TRUE,XAI_023,external,PlantDoc,PD_EXT_0035,external_representative_incorrect,False,0.9999233484268188,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,SECONDARY_TRUE_CLASS,4,Tomato_Septoria_leaf_spot,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_023\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_023\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_023\secondary_true_class_overlay.png,0.069156568877551,0.8533462665715471,BACKGROUND,NONE,DOMINANT,FOCAL,HIGH,Septoria true-class attention also concentrates mainly in the upper background rather than the spotted leaves.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_024_PRIMARY,XAI_024,external,PlantDoc,PD_EXT_0047,external_representative_incorrect,False,0.97798490524292,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\primary_predicted_class_overlay.png,0.1095543686224489,0.8835341207696804,LEAF_AND_BACKGROUND,WEAK,MODERATE,MULTIFOCAL,MEDIUM,Late-blight prediction attention is split across peripheral foliage and scene context rather than the central curled/yellow leaves.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_024_TRUE,XAI_024,external,PlantDoc,PD_EXT_0047,external_representative_incorrect,False,0.97798490524292,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,7,Tomato__Tomato_YellowLeaf__Curl_Virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_024\secondary_true_class_overlay.png,0.0271444515306122,0.9191710502382856,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,MEDIUM,Yellow-leaf-curl true-class attention remains peripheral and only weakly aligned with visibly altered foliage.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_025_PRIMARY,XAI_025,external,PlantDoc,PD_EXT_0068,external_representative_incorrect,False,0.9331840872764589,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\primary_predicted_class_overlay.png,0.0335419323979591,0.8686848741430689,BACKGROUND,NONE,DOMINANT,MULTIFOCAL,HIGH,Erroneous Late-blight hotspots are concentrated near lower peripheral/background areas and largely miss the central mottled leaf.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_025_TRUE,XAI_025,external,PlantDoc,PD_EXT_0068,external_representative_incorrect,False,0.9331840872764589,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,8,Tomato__Tomato_mosaic_virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_025\secondary_true_class_overlay.png,0.1058474170918367,0.9564473957555172,SYMPTOM_REGION,STRONG,MINOR,MULTIFOCAL,HIGH,Mosaic-virus true-class attention shifts prominently onto the central visibly mottled leaf.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_026_PRIMARY,XAI_026,external,PlantDoc,PD_EXT_0074,external_representative_incorrect,False,0.9657007455825806,9,Tomato_healthy,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\primary_predicted_class_overlay.png,0.0585538903061224,0.8712425488793325,BACKGROUND,NOT_APPLICABLE,DOMINANT,FOCAL,HIGH,Late-blight prediction attention is dominated by upper-right scene context in an image labelled healthy.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_026_TRUE,XAI_026,external,PlantDoc,PD_EXT_0074,external_representative_incorrect,False,0.9657007455825806,9,Tomato_healthy,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,9,Tomato_healthy,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_026\secondary_true_class_overlay.png,0.1530412946428571,0.932962753453326,NON_SYMPTOM_LEAF,NOT_APPLICABLE,MINOR,FOCAL,HIGH,Healthy true-class attention shifts back toward lower plant tissue rather than the external scene context.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_027_PRIMARY,XAI_027,external,PlantDoc,PD_EXT_0010,external_high_confidence_correct,True,0.999998927116394,1,Tomato_Early_blight,1,Tomato_Early_blight,PRIMARY_PREDICTED_CLASS,1,Tomato_Early_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_027\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_027\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_027\primary_predicted_class_overlay.png,0.1014429209183673,0.951159222430314,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,HIGH,High-confidence Early-blight attention is concentrated near upper foliage/background rather than the most obvious damaged areas.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_028_PRIMARY,XAI_028,external,PlantDoc,PD_EXT_0013,external_high_confidence_correct,True,0.9999988079071044,1,Tomato_Early_blight,1,Tomato_Early_blight,PRIMARY_PREDICTED_CLASS,1,Tomato_Early_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_028\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_028\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_028\primary_predicted_class_overlay.png,0.0714883609693877,0.9568570597703624,SYMPTOM_REGION,STRONG,MINOR,FOCAL,HIGH,Compact activation overlaps the prominent visible lesion on the close-up leaf.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_029_PRIMARY,XAI_029,external,PlantDoc,PD_EXT_0019,external_high_confidence_correct,True,0.9999982118606568,2,Tomato_Late_blight,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_029\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_029\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_029\primary_predicted_class_overlay.png,0.0609454719387755,0.9384085834001366,SYMPTOM_REGION,STRONG,NONE,FOCAL,HIGH,Attention is tightly localized over the large visible brown lesion.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_030_PRIMARY,XAI_030,external,PlantDoc,PD_EXT_0028,external_high_confidence_correct,True,0.9999980926513672,2,Tomato_Late_blight,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_030\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_030\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_030\primary_predicted_class_overlay.png,0.0328244579081632,0.891080117840557,SYMPTOM_REGION,STRONG,MINOR,FOCAL,HIGH,The main hotspot coincides closely with the central visibly damaged leaf region.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_031_PRIMARY,XAI_031,external,PlantDoc,PD_EXT_0046,external_high_confidence_correct,True,0.9999984502792358,4,Tomato_Septoria_leaf_spot,4,Tomato_Septoria_leaf_spot,PRIMARY_PREDICTED_CLASS,4,Tomato_Septoria_leaf_spot,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_031\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_031\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_031\primary_predicted_class_overlay.png,0.197265625,0.9266750078450362,SYMPTOM_REGION,STRONG,NONE,FOCAL,HIGH,Strong central activation covers the conspicuously spotted leaf region.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_032_PRIMARY,XAI_032,external,PlantDoc,PD_EXT_0011,external_high_confidence_incorrect,False,0.9999966621398926,1,Tomato_Early_blight,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\primary_predicted_class_overlay.png,0.0277024872448979,0.895725977794418,NON_SYMPTOM_LEAF,NONE,MINOR,FOCAL,HIGH,The 100%-confidence Late-blight prediction focuses away from the main visibly damaged central region.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_032_TRUE,XAI_032,external,PlantDoc,PD_EXT_0011,external_high_confidence_incorrect,False,0.9999966621398926,1,Tomato_Early_blight,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,1,Tomato_Early_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_032\secondary_true_class_overlay.png,0.0356146364795918,0.8782908587892132,SYMPTOM_REGION,STRONG,NONE,FOCAL,HIGH,Early-blight true-class attention relocates directly onto the prominent visible lesion.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_033_PRIMARY,XAI_033,external,PlantDoc,PD_EXT_0020,external_high_confidence_incorrect,False,0.9999936819076538,2,Tomato_Late_blight,3,Tomato_Leaf_Mold,PRIMARY_PREDICTED_CLASS,3,Tomato_Leaf_Mold,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\primary_predicted_class_overlay.png,0.034000318877551,0.8914857053785618,SYMPTOM_REGION,PARTIAL,NONE,FOCAL,HIGH,Leaf-Mold prediction attention lies on visibly damaged upper leaf tissue but covers only one portion of the multi-leaf abnormalities.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_033_TRUE,XAI_033,external,PlantDoc,PD_EXT_0020,external_high_confidence_incorrect,False,0.9999936819076538,2,Tomato_Late_blight,3,Tomato_Leaf_Mold,SECONDARY_TRUE_CLASS,2,Tomato_Late_blight,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_033\secondary_true_class_overlay.png,0.0655094068877551,0.9387556716151308,SYMPTOM_REGION,PARTIAL,NONE,MULTIFOCAL,HIGH,"Late-blight true-class attention moves toward other visibly damaged leaf areas, producing a different multifocal pattern.",ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_034_PRIMARY,XAI_034,external,PlantDoc,PD_EXT_0037,external_high_confidence_incorrect,False,0.9999880790710448,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,PRIMARY_PREDICTED_CLASS,1,Tomato_Early_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\primary_predicted_class_overlay.png,0.0928930165816326,0.913332271561495,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,HIGH,The 100%-confidence Early-blight CAM is concentrated near the upper leaf boundary/background rather than the main spotted region.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_034_TRUE,XAI_034,external,PlantDoc,PD_EXT_0037,external_high_confidence_incorrect,False,0.9999880790710448,4,Tomato_Septoria_leaf_spot,1,Tomato_Early_blight,SECONDARY_TRUE_CLASS,4,Tomato_Septoria_leaf_spot,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_034\secondary_true_class_overlay.png,0.0967992665816326,0.8841342624604785,SYMPTOM_REGION,STRONG,MINOR,FOCAL,HIGH,Septoria true-class attention shifts onto the clearly spotted upper-central leaf area.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_035_PRIMARY,XAI_035,external,PlantDoc,PD_EXT_0054,external_high_confidence_incorrect,False,0.9999914169311525,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\primary_predicted_class_overlay.png,0.0679807079081632,0.9204462221932644,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,MEDIUM,Late-blight prediction attention is peripheral and only weakly related to the broad visibly yellow-green leaf changes.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_035_TRUE,XAI_035,external,PlantDoc,PD_EXT_0054,external_high_confidence_incorrect,False,0.9999914169311525,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,7,Tomato__Tomato_YellowLeaf__Curl_Virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_035\secondary_true_class_overlay.png,0.0388233418367346,0.9225238113812452,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,MEDIUM,Yellow-leaf-curl true-class attention is also peripheral rather than centered on the main altered leaf.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_036_PRIMARY,XAI_036,external,PlantDoc,PD_EXT_0004,external_low_confidence,False,0.5455209612846375,0,Tomato_Bacterial_spot,4,Tomato_Septoria_leaf_spot,PRIMARY_PREDICTED_CLASS,4,Tomato_Septoria_leaf_spot,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\primary_predicted_class_overlay.png,0.1630460778061224,0.9378175607614052,LEAF_AND_BACKGROUND,PARTIAL,MODERATE,MULTIFOCAL,HIGH,Septoria prediction attention overlaps some visibly spotted leaf tissue but extends strongly through leaf boundaries and scene context.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_036_TRUE,XAI_036,external,PlantDoc,PD_EXT_0004,external_low_confidence,False,0.5455209612846375,0,Tomato_Bacterial_spot,4,Tomato_Septoria_leaf_spot,SECONDARY_TRUE_CLASS,0,Tomato_Bacterial_spot,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_036\secondary_true_class_overlay.png,0.1232860331632653,0.9488253301141842,SYMPTOM_REGION,STRONG,MINOR,MULTIFOCAL,HIGH,Bacterial-spot true-class CAM places multiple hotspots on visibly abnormal leaf regions.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_037_PRIMARY,XAI_037,external,PlantDoc,PD_EXT_0059,external_low_confidence,False,0.5530862808227539,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\primary_predicted_class_overlay.png,0.0958227040816326,0.8795064804323811,BACKGROUND,NONE,DOMINANT,FOCAL,MEDIUM,Late-blight prediction attention is dominated by upper-right scene context outside the main altered foliage.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_037_TRUE,XAI_037,external,PlantDoc,PD_EXT_0059,external_low_confidence,False,0.5530862808227539,7,Tomato__Tomato_YellowLeaf__Curl_Virus,2,Tomato_Late_blight,SECONDARY_TRUE_CLASS,7,Tomato__Tomato_YellowLeaf__Curl_Virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_037\secondary_true_class_overlay.png,0.0395208864795918,0.931305290123638,LEAF_AND_BACKGROUND,WEAK,MODERATE,FOCAL,MEDIUM,Yellow-leaf-curl true-class attention moves toward foliage but remains peripheral and only weakly symptom aligned.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_038_PRIMARY,XAI_038,external,PlantDoc,PD_EXT_0060,external_low_confidence,False,0.4406662881374359,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0,Tomato_Bacterial_spot,PRIMARY_PREDICTED_CLASS,0,Tomato_Bacterial_spot,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\primary_predicted_class_overlay.png,0.0890864158163265,0.899486406507231,SYMPTOM_REGION,PARTIAL,MINOR,FOCAL,HIGH,Bacterial-spot prediction attention falls on a visibly yellow and altered lower plant region despite the wrong class.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_038_TRUE,XAI_038,external,PlantDoc,PD_EXT_0060,external_low_confidence,False,0.4406662881374359,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0,Tomato_Bacterial_spot,SECONDARY_TRUE_CLASS,7,Tomato__Tomato_YellowLeaf__Curl_Virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_038\secondary_true_class_overlay.png,0.0909598214285714,0.9235670957927732,SYMPTOM_REGION,PARTIAL,MINOR,MULTIFOCAL,HIGH,Yellow-leaf-curl true-class attention covers additional visibly altered leaves in a broader pattern.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_039_PRIMARY,XAI_039,external,PlantDoc,PD_EXT_0065,external_low_confidence,False,0.37744140625,8,Tomato__Tomato_mosaic_virus,3,Tomato_Leaf_Mold,PRIMARY_PREDICTED_CLASS,3,Tomato_Leaf_Mold,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\primary_predicted_class_overlay.png,0.1100526147959183,0.9083533267095796,NON_LEAF_OBJECT,NONE,DOMINANT,FOCAL,HIGH,Leaf-Mold prediction attention is dominated by the lower non-leaf/hand-context region rather than the visible plant tissue.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_039_TRUE,XAI_039,external,PlantDoc,PD_EXT_0065,external_low_confidence,False,0.37744140625,8,Tomato__Tomato_mosaic_virus,3,Tomato_Leaf_Mold,SECONDARY_TRUE_CLASS,8,Tomato__Tomato_mosaic_virus,TRUE_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\secondary_true_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\secondary_true_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_039\secondary_true_class_overlay.png,0.0198700573979591,0.9278698180834536,NON_SYMPTOM_LEAF,UNCERTAIN,MINOR,FOCAL,MEDIUM,"Mosaic-virus true-class attention shifts onto a leaf, but the visible symptom pattern is too subtle for confident disease-region alignment.",ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
XAI_040_PRIMARY,XAI_040,external,PlantDoc,PD_EXT_0078,external_low_confidence,False,0.5818392634391785,9,Tomato_healthy,2,Tomato_Late_blight,PRIMARY_PREDICTED_CLASS,2,Tomato_Late_blight,ERRONEOUS_PREDICTED_CLASS,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_040\primary_predicted_class_cam.npy,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_040\primary_predicted_class_heatmap.png,D:\Tomato_Disease_Research\results\xai_gradcampp\generation\locked_cases_d631f3c298ac\XAI_040\primary_predicted_class_overlay.png,0.1496532206632653,0.9320379108345662,BACKGROUND,NOT_APPLICABLE,DOMINANT,FOCAL,HIGH,Late-blight prediction attention is concentrated mainly in background adjacent to the leaf in an image labelled healthy.,ChatGPT_structured_visual_review_of_locked_PART22_atlas,visual_descriptive_non_pathologist_review,False
